,location,bhk,total_sqft,bath,price,price_per_sqft
5496,Pattandur Agrahara,2,1247.0,2.0,62.35,5000.0
5497,Pattandur Agrahara,2,1350.0,2.0,68.0,5037.037037037037
5498,Poorna Pragna Layout,2,920.0,2.0,39.55,4298.91304347826
5499,Poorna Pragna Layout,3,1475.0,2.0,58.99,3999.322033898305
5500,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5501,Poorna Pragna Layout,2,1160.0,2.0,46.39,3999.137931034483
5502,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5503,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5504,Poorna Pragna Layout,2,965.0,2.0,48.0,4974.093264248705
5505,Poorna Pragna Layout,3,1355.0,2.0,58.25,4298.89298892989
5506,Poorna Pragna Layout,3,1355.0,2.0,58.27,4300.369003690037
5507,Poorna Pragna Layout,3,1475.0,2.0,58.99,3999.322033898305
5508,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5509,Poorna Pragna Layout,2,1160.0,2.0,46.39,3999.137931034483
5510,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5511,Poorna Pragna Layout,2,1160.0,2.0,46.39,3999.137931034483
5512,Poorna Pragna Layout,3,1475.0,2.0,58.99,3999.322033898305
5513,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5514,Poorna Pragna Layout,2,960.0,2.0,50.0,5208.333333333333
5515,Poorna Pragna Layout,3,1270.0,2.0,50.79,3999.212598425197
5516,Prithvi Layout,4,2028.0,4.0,162.0,7988.165680473373
5517,Prithvi Layout,2,1352.0,2.0,87.5,6471.89349112426
5518,Prithvi Layout,2,1190.0,2.0,68.0,5714.285714285715
5519,Prithvi Layout,2,1352.0,2.0,85.0,6286.98224852071
5520,Prithvi Layout,2,1352.0,2.0,75.0,5547.337278106509
5521,Prithvi Layout,3,2273.0,4.0,220.0,9678.838539375274
5522,Prithvi Layout,2,1352.0,3.0,93.0,6878.698224852071
5523,Prithvi Layout,3,2273.0,4.0,192.0,8446.986361636604
5524,Prithvi Layout,2,1352.0,2.0,72.0,5325.443786982249
5525,Prithvi Layout,3,2100.0,3.0,125.0,5952.380952380952
5526,R.T. Nagar,4,1500.0,4.0,70.0,4666.666666666667
5527,R.T. Nagar,2,1200.0,2.0,120.0,10000.0
5528,R.T. Nagar,3,1560.0,3.0,85.0,5448.717948717948
5529,R.T. Nagar,2,1040.0,2.0,46.0,4423.076923076923
5530,R.T. Nagar,2,1200.0,2.0,45.0,3750.0
5531,R.T. Nagar,2,1235.0,2.0,65.0,5263.1578947368425
5532,R.T. Nagar,3,1140.0,3.0,130.0,11403.508771929824
5533,R.T. Nagar,2,970.0,2.0,55.0,5670.103092783505
5534,R.T. Nagar,3,1560.0,3.0,125.0,8012.820512820513
5535,R.T. Nagar,2,1200.0,2.0,60.0,5000.0
5536,R.T. Nagar,3,1680.0,3.0,72.0,4285.714285714285
5537,R.T. Nagar,3,1400.0,2.0,78.0,5571.428571428572
5538,R.T. Nagar,3,1200.0,3.0,140.0,11666.666666666666
5539,R.T. Nagar,2,1100.0,3.0,125.0,11363.636363636364
5540,R.T. Nagar,2,1150.0,2.0,72.0,6260.869565217391
5541,R.T. Nagar,4,1500.0,4.0,185.0,12333.333333333334
5542,R.T. Nagar,9,3600.0,8.0,165.0,4583.333333333333
5543,R.T. Nagar,2,1080.0,2.0,48.0,4444.444444444444
5544,R.T. Nagar,2,1325.0,2.0,52.0,3924.5283018867926
5545,R.T. Nagar,4,1800.0,3.0,120.0,6666.666666666667
5546,R.T. Nagar,3,1300.0,3.0,145.0,11153.846153846154
5547,R.T. Nagar,3,1500.0,2.0,70.0,4666.666666666667
5548,R.T. Nagar,2,1100.0,2.0,85.0,7727.272727272727
5549,R.T. Nagar,3,1667.0,3.0,130.0,7798.440311937612
5550,Rachenahalli,2,1050.0,2.0,52.07,4959.047619047619
5551,Rachenahalli,3,1530.0,2.0,74.5,4869.281045751634
5552,Rachenahalli,2,1050.0,2.0,55.5,5285.714285714285
5553,Rachenahalli,3,1530.0,2.0,74.4,4862.745098039216
5554,Rachenahalli,2,1050.0,2.0,53.5,5095.238095238095
5555,Rachenahalli,3,1530.0,2.0,74.39,4862.091503267974
5556,Rachenahalli,2,1220.0,2.0,59.5,4877.049180327869
5557,Rachenahalli,2,1050.0,2.0,52.5,5000.0
5558,Rachenahalli,3,1550.0,3.0,73.5,4741.935483870968
5559,Rachenahalli,2,1050.0,2.0,52.1,4961.9047619047615
5560,Rachenahalli,2,1050.0,2.0,53.5,5095.238095238095
5561,Rachenahalli,2,1113.0,2.0,55.0,4941.599281221923
5562,Rachenahalli,4,3657.0,5.0,220.0,6015.859994531036
5563,Rachenahalli,3,1550.0,3.0,74.5,4806.451612903225
5564,Rachenahalli,3,1530.0,2.0,74.4,4862.745098039216
5565,Rachenahalli,3,1530.0,2.0,74.5,4869.281045751634
5566,Rachenahalli,1,680.0,1.0,32.64,4800.0
5567,Rachenahalli,1,412.5,1.0,19.8,4800.0
5568,Rachenahalli,2,1050.0,2.0,52.5,5000.0
5569,Rachenahalli,3,1550.0,3.0,72.5,4677.419354838709
5570,Rachenahalli,3,1530.0,2.0,74.4,4862.745098039216
5571,Rachenahalli,1,690.0,1.0,39.8,5768.115942028985
5572,Rachenahalli,2,1050.0,2.0,47.25,4500.0
5573,Rachenahalli,2,1050.0,2.0,55.5,5285.714285714285
5574,Rachenahalli,2,985.0,2.0,49.97,5073.096446700508
5575,Rachenahalli,2,1050.0,2.0,52.5,5000.0
5576,Rachenahalli,2,1050.0,2.0,52.08,4960.0
5577,Rachenahalli,3,1550.0,3.0,72.5,4677.419354838709
5578,Rachenahalli,2,1050.0,2.0,52.07,4959.047619047619
5579,Rachenahalli,3,1530.0,2.0,74.4,4862.745098039216
5580,Rachenahalli,2,1050.0,2.0,52.08,4960.0
5581,Rachenahalli,2,985.0,2.0,49.97,5073.096446700508
5582,Rachenahalli,3,1856.0,3.0,106.0,5711.206896551724
5583,Rachenahalli,2,1050.0,2.0,52.5,5000.0
5584,Rachenahalli,2,985.0,2.0,50.17,5093.401015228426
5585,Rachenahalli,3,2600.0,3.0,160.0,6153.846153846154
5586,Rachenahalli,3,1550.0,3.0,68.5,4419.354838709677
5587,Rachenahalli,3,1550.0,2.0,73.5,4741.935483870968
5588,Rachenahalli,2,985.0,2.0,50.17,5093.401015228426
5589,Rachenahalli,2,1050.0,2.0,52.71,5020.0
5590,Raja Rajeshwari Nagar,3,1540.0,3.0,60.0,3896.103896103896
5591,Raja Rajeshwari Nagar,3,1693.0,3.0,57.39,3389.84051978736
5592,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9,3389.96138996139
5593,Raja Rajeshwari Nagar,2,1145.0,2.0,45.79,3999.126637554585
5594,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1,3389.7110641296686
5595,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47,4283.397683397683
5596,Raja Rajeshwari Nagar,2,1133.0,2.0,49.07,4330.979699911739
5597,Raja Rajeshwari Nagar,2,1090.0,2.0,42.0,3853.211009174312
5598,Raja Rajeshwari Nagar,2,1260.0,2.0,67.39,5348.412698412699
5599,Raja Rajeshwari Nagar,2,1141.0,2.0,38.55,3378.6152497808935
5600,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,4332.456140350877
5601,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,4281.657712970069
5602,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,3666.6666666666665
5603,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,4206.572769953052
5604,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,5000.0
5605,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65,3381.4523184601926
5606,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0,4596.273291925466
5607,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0,5882.35294117647
5608,Raja Rajeshwari Nagar,3,1693.0,3.0,57.39,3389.84051978736
5609,Raja Rajeshwari Nagar,2,1258.0,2.0,63.53,5050.079491255962
5610,Raja Rajeshwari Nagar,2,1128.0,2.0,38.24,3390.0709219858154
5611,Raja Rajeshwari Nagar,2,1157.0,2.0,53.8,4649.956784788245
5612,Raja Rajeshwari Nagar,2,1185.0,2.0,47.39,3999.15611814346
5613,Raja Rajeshwari Nagar,3,1530.0,3.0,57.0,3725.4901960784314
5614,Raja Rajeshwari Nagar,3,1530.0,3.0,61.2,4000.0
5615,Raja Rajeshwari Nagar,2,1030.0,2.0,50.0,4854.368932038835
5616,Raja Rajeshwari Nagar,2,1144.0,2.0,38.55,3369.7552447552443
5617,Raja Rajeshwari Nagar,2,1196.0,2.0,51.51,4306.8561872909695
5618,Raja Rajeshwari Nagar,3,1570.0,3.0,88.0,5605.095541401274
5619,Raja Rajeshwari Nagar,2,1168.0,2.0,61.0,5222.602739726028
5620,Raja Rajeshwari Nagar,2,1306.0,2.0,55.91,4281.010719754977
5621,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98,4227.611940298508
5622,Raja Rajeshwari Nagar,3,1530.0,3.0,51.87,3390.1960784313724
5623,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0,4952.380952380952
5624,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0,2916.6666666666665
5625,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02,3390.095569070374
5626,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0,4140.127388535032
5627,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56,3389.8734177215188
5628,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15,4276.755852842809
5629,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0,3382.663847780127
5630,Raja Rajeshwari Nagar,3,1560.0,2.0,62.4,4000.0
5631,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0,5405.405405405405
5632,Raja Rajeshwari Nagar,1,648.0,1.0,31.75,4899.691358024691
5633,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0,5000.0
5634,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55,3381.578947368421
5635,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59,3999.0825688073396
5636,Raja Rajeshwari Nagar,3,1530.0,3.0,51.77,3383.6601307189544
5637,Raja Rajeshwari Nagar,2,1023.0,2.0,42.0,4105.571847507332
5638,Raja Rajeshwari Nagar,2,1070.0,2.0,50.0,4672.897196261682
5639,Raja Rajeshwari Nagar,3,1510.0,2.0,59.0,3907.2847682119204
5640,Raja Rajeshwari Nagar,8,4800.0,8.0,225.0,4687.5
5641,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79,4325.354609929078
5642,Raja Rajeshwari Nagar,2,1267.0,2.0,42.85,3382.004735595896
5643,Raja Rajeshwari Nagar,1,550.0,1.0,21.0,3818.181818181818
5644,Raja Rajeshwari Nagar,2,1120.0,2.0,37.95,3388.3928571428573
5645,Raja Rajeshwari Nagar,2,1608.0,2.0,85.0,5286.0696517412935
5646,Raja Rajeshwari Nagar,2,1210.0,2.0,45.0,3719.00826446281
5647,Raja Rajeshwari Nagar,2,1240.0,2.0,53.27,4295.967741935484
5648,Raja Rajeshwari Nagar,3,1395.0,2.0,72.0,5161.290322580645
5649,Raja Rajeshwari Nagar,2,1165.0,2.0,45.0,3862.6609442060085
5650,Raja Rajeshwari Nagar,3,1288.0,2.0,70.0,5434.782608695652
5651,Raja Rajeshwari Nagar,2,1120.0,2.0,37.97,3390.1785714285716
5652,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65,3390.3508771929824
5653,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33,3500.4566210045664
5654,Raja Rajeshwari Nagar,3,1420.0,2.0,60.0,4225.352112676056
5655,Raja Rajeshwari Nagar,2,1303.0,2.0,44.17,3389.869531849578
5656,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56,3389.8734177215188
5657,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17,3389.8734177215188
5658,Raja Rajeshwari Nagar,2,1140.0,2.0,49.27,4321.929824561404
5659,Raja Rajeshwari Nagar,3,1430.0,2.0,50.0,3496.5034965034965
5660,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33,3500.4566210045664
5661,Raja Rajeshwari Nagar,2,1235.0,2.0,75.0,6072.8744939271255
5662,Raja Rajeshwari Nagar,3,1280.0,3.0,57.6,4500.0
5663,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,4281.657712970069
5664,Raja Rajeshwari Nagar,2,1162.0,2.0,65.0,5593.803786574871
5665,Raja Rajeshwari Nagar,2,1133.0,2.0,38.41,3390.114739629302
5666,Raja Rajeshwari Nagar,2,1151.0,2.0,49.0,4257.167680278019
5667,Raja Rajeshwari Nagar,2,1267.0,2.0,54.35,4289.6606156274665
5668,Raja Rajeshwari Nagar,3,1550.0,3.0,52.45,3383.8709677419356
5669,Raja Rajeshwari Nagar,2,1100.0,2.0,50.0,4545.454545454545
5670,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17,3389.8734177215188
5671,Raja Rajeshwari Nagar,3,1751.0,3.0,72.0,4111.936036550543
5672,Raja Rajeshwari Nagar,2,1306.0,2.0,44.17,3382.08269525268
5673,Raja Rajeshwari Nagar,2,1196.0,2.0,40.44,3381.2709030100336
5674,Raja Rajeshwari Nagar,2,1178.0,2.0,75.0,6366.723259762309
5675,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0,3546.099290780142
5676,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0,3388.3579496090356
5677,Raja Rajeshwari Nagar,3,1375.0,2.0,54.99,3999.2727272727275
5678,Raja Rajeshwari Nagar,3,1525.0,2.0,99.13,6500.327868852459
5679,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0,4528.301886792453
5680,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0,5000.0
5681,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79,4325.354609929078
5682,Raja Rajeshwari Nagar,3,1400.0,2.0,48.0,3428.5714285714284
5683,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0,4273.504273504273
5684,Raja Rajeshwari Nagar,3,1625.0,2.0,54.0,3323.076923076923
5685,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15,4316.455696202532
5686,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87,4292.4302788844625
5687,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,4257.928118393234
5688,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,4216.184288245718
5689,Raja Rajeshwari Nagar,9,3600.0,9.0,240.0,6666.666666666667
5690,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,3389.632107023411
5691,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,3389.632107023411
5692,Raja Rajeshwari Nagar,3,1630.0,3.0,60.65,3720.8588957055213
5693,Raja Rajeshwari Nagar,3,1531.0,3.0,51.77,3381.4500326583934
5694,Raja Rajeshwari Nagar,2,1160.0,2.0,70.0,6034.482758620689
5695,Raja Rajeshwari Nagar,2,1133.0,2.0,38.37,3386.5842894969105
5696,Raja Rajeshwari Nagar,2,1140.0,2.0,48.7,4271.929824561404
5697,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65,3390.3508771929824
5698,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55,3381.578947368421
5699,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47,4283.397683397683
5700,Raja Rajeshwari Nagar,2,1133.0,2.0,40.0,3530.45013239188
5701,Raja Rajeshwari Nagar,3,1510.0,2.0,55.0,3642.384105960265
5702,Raja Rajeshwari Nagar,3,1550.0,3.0,86.8,5600.0
5703,Raja Rajeshwari Nagar,2,1400.0,2.0,45.0,3214.285714285714
5704,Raja Rajeshwari Nagar,2,1110.0,2.0,52.0,4684.684684684685
5705,Raja Rajeshwari Nagar,3,1580.0,3.0,83.74,5299.999999999999
5706,Raja Rajeshwari Nagar,3,1608.0,3.0,54.51,3389.9253731343283
5707,Raja Rajeshwari Nagar,3,1640.0,3.0,86.8,5292.682926829269
5708,Raja Rajeshwari Nagar,3,1500.0,3.0,51.04,3402.6666666666665
5709,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15,4316.455696202532
5710,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9,3389.96138996139
5711,Raja Rajeshwari Nagar,3,1279.0,2.0,53.76,4203.283815480844
5712,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,3389.632107023411
5713,Raja Rajeshwari Nagar,2,1240.0,2.0,40.54,3269.3548387096776
5714,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0,5229.357798165138
5715,Raja Rajeshwari Nagar,2,1240.0,2.0,42.04,3390.3225806451615
5716,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0,5577.689243027889
5717,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0,4183.006535947712
5718,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8,4650.283553875236
5719,Raja Rajeshwari Nagar,3,1529.0,3.0,51.77,3385.8731196860695
5720,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47,4283.397683397683
5721,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0,4620.689655172414
5722,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0,5229.357798165138
5723,Raja Rajeshwari Nagar,2,945.0,2.0,45.0,4761.9047619047615
5724,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78,4280.890253261704
5725,Raja Rajeshwari Nagar,8,3450.0,7.0,225.0,6521.739130434783
5726,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1,3389.7110641296686
5727,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,5058.823529411765
5728,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,4881.889763779527
5729,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,5440.0
5730,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,4920.6349206349205
5731,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,3389.632107023411
5732,Raja Rajeshwari Nagar,3,1580.0,2.0,66.85,4231.012658227847
5733,Raja Rajeshwari Nagar,2,1050.0,2.0,37.0,3523.809523809524
5734,Raja Rajeshwari Nagar,3,1021.0,3.0,59.0,5778.648383937317
5735,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,3389.632107023411
5736,Raja Rajeshwari Nagar,3,1500.0,3.0,88.0,5866.666666666667
5737,Raja Rajeshwari Nagar,2,1168.0,2.0,66.0,5650.684931506849
5738,Raja Rajeshwari Nagar,3,1400.0,2.0,86.0,6142.857142857143
5739,Raja Rajeshwari Nagar,2,1157.0,2.0,65.0,5617.9775280898875
5740,Raja Rajeshwari Nagar,2,1206.0,2.0,40.7,3374.7927031509125
5741,Raja Rajeshwari Nagar,2,1000.0,2.0,50.0,5000.0
5742,Raja Rajeshwari Nagar,3,1485.0,2.0,63.0,4242.424242424242
5743,Raja Rajeshwari Nagar,3,1335.0,2.0,56.0,4194.756554307116
5744,Raja Rajeshwari Nagar,3,1571.0,3.0,53.12,3381.285805219605
5745,Raja Rajeshwari Nagar,2,1255.0,2.0,42.54,3389.641434262948
5746,Raja Rajeshwari Nagar,3,1530.0,3.0,64.86,4239.21568627451
5747,Raja Rajeshwari Nagar,3,1850.0,3.0,98.0,5297.2972972972975
5748,Raja Rajeshwari Nagar,2,1140.0,2.0,44.0,3859.6491228070176
5749,Raja Rajeshwari Nagar,8,6000.0,8.0,215.0,3583.3333333333335
5750,Raja Rajeshwari Nagar,2,1140.0,2.0,39.0,3421.0526315789475
5751,Raja Rajeshwari Nagar,1,510.0,1.0,22.0,4313.725490196079
5752,Raja Rajeshwari Nagar,2,1187.0,2.0,40.14,3381.6343723673126
5753,Raja Rajeshwari Nagar,2,1141.0,2.0,60.0,5258.545135845749
5754,Rajaji Nagar,3,1640.0,3.0,229.0,13963.414634146342
5755,Rajaji Nagar,3,2390.0,3.0,415.0,17364.016736401674
5756,Rajaji Nagar,3,2390.0,3.0,410.0,17154.81171548117
5757,Rajaji Nagar,3,1725.0,3.0,200.0,11594.202898550724
5758,Rajaji Nagar,4,3516.0,4.0,540.0,15358.361774744028
5759,Rajaji Nagar,3,1640.0,3.0,223.0,13597.560975609756
5760,Rajaji Nagar,4,3526.0,4.0,492.0,13953.488372093023
5761,Rajaji Nagar,6,1800.0,4.0,324.0,18000.0
5762,Rajaji Nagar,4,3526.0,4.0,558.0,15825.2977878616
5764,Rajaji Nagar,5,2849.0,5.0,300.0,10530.01053001053
5765,Rajaji Nagar,3,1800.0,3.0,260.0,14444.444444444445
5766,Rajaji Nagar,3,1640.0,3.0,241.0,14695.121951219513
5767,Rajaji Nagar,2,1370.0,2.0,170.0,12408.759124087592
5768,Rajaji Nagar,3,2409.0,3.0,360.0,14943.960149439601
5769,Rajaji Nagar,4,3436.0,6.0,475.0,13824.214202561117
5770,Rajaji Nagar,2,1718.0,3.0,288.0,16763.678696158324
5771,Rajaji Nagar,3,2386.0,3.0,334.0,13998.323554065382
5772,Rajaji Nagar,4,3436.0,6.0,500.0,14551.804423748545
5773,Rajaji Nagar,2,1200.0,2.0,150.0,12500.0
5774,Rajaji Nagar,2,1160.0,1.0,163.0,14051.724137931034
5775,Rajaji Nagar,1,660.0,1.0,75.0,11363.636363636364
5776,Rajaji Nagar,2,1440.0,2.0,170.0,11805.555555555555
5777,Rajaji Nagar,3,2448.0,3.0,400.0,16339.869281045752
5778,Rajaji Nagar,2,1440.0,2.0,185.0,12847.222222222223
5779,Rajaji Nagar,3,1640.0,3.0,230.0,14024.390243902439
5780,Rajaji Nagar,4,2648.0,5.0,251.5,9497.73413897281
5781,Rajaji Nagar,4,3730.0,4.0,370.0,9919.571045576407
5782,Rajaji Nagar,3,1800.0,2.0,250.0,13888.888888888889
5783,Rajaji Nagar,4,3100.0,4.0,550.0,17741.935483870966
5784,Rajaji Nagar,4,3526.0,4.0,598.0,16959.727736812252
5785,Rajaji Nagar,2,1357.0,2.0,130.0,9579.955784819454
5786,Rajaji Nagar,3,2300.0,3.0,369.0,16043.478260869566
5787,Rajaji Nagar,3,1640.0,3.0,220.0,13414.634146341463
5788,Rajaji Nagar,3,2500.0,3.0,350.0,14000.0
5789,Rajaji Nagar,3,1615.0,3.0,175.0,10835.913312693498
5790,Rajaji Nagar,3,1776.0,3.0,190.0,10698.198198198199
5791,Rajaji Nagar,3,2559.0,3.0,403.0,15748.339194998047
5792,Rajaji Nagar,2,1763.0,3.0,262.0,14861.032331253546
5793,Rajaji Nagar,3,1640.0,3.0,220.0,13414.634146341463
5794,Rajaji Nagar,3,1613.0,3.0,150.0,9299.442033477992
5795,Rajaji Nagar,3,1380.0,3.0,130.0,9420.289855072464
5796,Rajaji Nagar,5,2400.0,3.0,320.0,13333.333333333334
5797,Rajaji Nagar,3,1800.0,3.0,240.0,13333.333333333334
5798,Rajaji Nagar,3,2533.0,3.0,425.0,16778.523489932886
5799,Rajaji Nagar,2,1268.0,2.0,127.0,10015.77287066246
5800,Rajaji Nagar,3,2450.0,3.0,330.0,13469.387755102041
5801,Rajaji Nagar,3,1640.0,3.0,262.0,15975.609756097561
5802,Rajaji Nagar,2,1200.0,1.0,200.0,16666.666666666668
5803,Rajaji Nagar,3,2367.0,3.0,375.0,15842.839036755386
5804,Rajaji Nagar,4,2440.0,2.0,415.0,17008.196721311477
5805,Rajaji Nagar,3,1640.0,3.0,251.0,15304.878048780487
5806,Rajaji Nagar,4,2733.0,5.0,259.0,9476.765459202341
5807,Rajaji Nagar,3,1640.0,3.0,268.0,16341.463414634147
5808,Rajaji Nagar,3,2367.0,4.0,340.0,14364.17405999155
5809,Rajaji Nagar,3,1720.0,3.0,224.0,13023.255813953489
5810,Rajaji Nagar,5,3600.0,5.0,510.0,14166.666666666666
5811,Rajaji Nagar,4,1350.0,4.0,230.0,17037.037037037036
5812,Rajaji Nagar,3,1700.0,3.0,200.0,11764.70588235294
5813,Rajaji Nagar,3,2300.0,4.0,240.0,10434.782608695652
5814,Rajaji Nagar,5,2400.0,5.0,408.0,17000.0
5815,Rajaji Nagar,3,2500.0,3.0,340.0,13600.0
5816,Rajaji Nagar,3,2390.0,3.0,372.0,15564.853556485356
5817,Rajaji Nagar,3,2415.0,3.0,399.0,16521.739130434784
5818,Rajaji Nagar,2,1718.0,3.0,275.0,16006.9848661234
5819,Rajaji Nagar,2,1763.0,3.0,240.0,13613.159387407828
5820,Rajaji Nagar,3,2367.0,3.0,320.0,13519.22264469793
5821,Rajaji Nagar,3,2409.0,3.0,395.0,16396.84516396845
5822,Rajaji Nagar,2,1314.0,2.0,225.0,17123.287671232876
5823,Rajaji Nagar,2,1440.0,2.0,165.0,11458.333333333334
5824,Rajaji Nagar,3,1640.0,3.0,245.0,14939.024390243903
5825,Rajiv Nagar,3,1690.0,3.0,125.0,7396.449704142012
5826,Rajiv Nagar,2,1263.0,2.0,93.32,7388.756927949327
5827,Rajiv Nagar,4,2340.0,4.0,148.0,6324.786324786325
5828,Rajiv Nagar,4,2340.0,5.0,129.0,5512.820512820513
5829,Rajiv Nagar,2,1330.0,2.0,93.0,6992.481203007519
5830,Rajiv Nagar,4,2340.0,5.0,129.0,5512.820512820513
5831,Rajiv Nagar,2,1309.0,2.0,80.0,6111.535523300229
5832,Rajiv Nagar,4,2340.0,4.0,145.0,6196.581196581196
5833,Rajiv Nagar,4,2330.0,5.0,175.0,7510.729613733905
5834,Rajiv Nagar,4,2340.0,5.0,160.0,6837.606837606838
5835,Ramagondanahalli,2,1151.0,2.0,48.77,4237.185056472633
5836,Ramagondanahalli,2,1251.0,2.0,47.0,3756.994404476419
5837,Ramagondanahalli,2,1235.0,2.0,52.04,4213.765182186235
5838,Ramagondanahalli,3,1610.0,2.0,111.0,6894.409937888198
5839,Ramagondanahalli,1,540.0,1.0,30.0,5555.555555555556
5840,Ramagondanahalli,3,1635.0,3.0,62.0,3792.0489296636088
5841,Ramagondanahalli,2,1235.0,2.0,46.8,3789.4736842105262
5842,Ramagondanahalli,2,1215.0,2.0,51.26,4218.930041152264
5843,Ramagondanahalli,3,2257.0,4.0,157.0,6956.136464333185
5844,Ramagondanahalli,2,1251.0,2.0,47.4,3788.968824940048
5845,Ramagondanahalli,3,1610.0,2.0,115.0,7142.857142857143
5846,Ramagondanahalli,2,920.0,2.0,65.0,7065.217391304348
5847,Ramagondanahalli,2,1215.0,2.0,45.5,3744.855967078189
5848,Ramagondanahalli,4,2800.0,4.0,155.0,5535.714285714285
5849,Ramagondanahalli,2,1253.0,2.0,52.66,4202.713487629689
5850,Ramagondanahalli,2,1295.0,2.0,95.0,7335.907335907336
5851,Ramagondanahalli,2,1151.0,2.0,50.5,4387.489139878367
5852,Ramagondanahalli,2,1235.0,2.0,49.3,3991.902834008097
5853,Ramagondanahalli,3,2257.0,3.0,159.0,7044.749667700487
5854,Ramagondanahalli,2,1295.0,2.0,95.0,7335.907335907336
5855,Ramagondanahalli,3,1451.0,3.0,60.44,4165.40317022743
5856,Ramagondanahalli,3,1910.0,3.0,142.0,7434.55497382199
5857,Ramagondanahalli,2,1215.0,2.0,46.1,3794.238683127572
5858,Ramagondanahalli,3,1475.0,2.0,63.0,4271.186440677966
5859,Ramagondanahalli,2,1251.0,2.0,50.0,3996.802557953637
5860,Ramagondanahalli,3,1610.0,2.0,115.0,7142.857142857143
5861,Ramagondanahalli,2,1151.0,2.0,43.6,3788.010425716768
5862,Ramagondanahalli,3,1635.0,3.0,61.0,3730.886850152905
5863,Ramagondanahalli,2,1251.0,2.0,53.0,4236.610711430855
5864,Ramagondanahalli,2,845.0,2.0,45.82,5422.485207100592
