,location,bhk,total_area,bath,balcony,price,price_per_sqft
3275,Kothannur,2,1070.0,2.0,1.0,4279000.0,3999.0654205607475
3276,Kothannur,3,1270.0,3.0,2.0,4500000.0,3543.3070866141734
3277,Kothannur,3,1275.0,3.0,2.0,4400000.0,3450.9803921568628
3278,Kothannur,2,1070.0,2.0,2.0,3860000.0,3607.4766355140187
3279,Kothannur,3,1485.0,2.0,2.0,5940000.0,4000.0
3280,Kothannur,3,1215.0,2.0,3.0,4860000.0,4000.0
3281,Kothannur,3,1404.0,2.0,1.0,5615000.0,3999.287749287749
3282,Kothanur,2,1186.0,2.0,2.0,5800000.0,4890.387858347386
3283,Kothanur,3,1847.0,3.0,2.0,10500000.0,5684.89442338928
3284,Kothanur,3,1580.0,3.0,3.0,7600000.0,4810.126582278481
3285,Kothanur,5,9600.0,5.0,2.0,55000000.0,5729.166666666667
3286,Kothanur,3,1435.0,3.0,3.0,7000000.0,4878.048780487805
3287,Kothanur,2,1187.0,2.0,2.0,5800000.0,4886.2679022746415
3288,Kothanur,3,1847.0,3.0,2.0,11000000.0,5955.603681645913
3289,Kothanur,3,1460.0,3.0,3.0,7100000.0,4863.013698630137
3290,Kothanur,2,1185.0,2.0,2.0,5900000.0,4978.9029535864975
3291,Kothanur,3,1436.0,3.0,3.0,7000000.0,4874.651810584958
3292,Kothanur,3,1462.0,3.0,3.0,7100000.0,4856.361149110807
3293,Kothanur,3,1790.0,3.0,2.0,10500000.0,5865.921787709497
3294,Kothanur,3,1583.0,3.0,3.0,7609999.999999999,4807.327858496525
3295,Kothanur,2,1145.0,2.0,2.0,5600000.0,4890.829694323144
3296,Kothanur,2,1455.0,2.0,1.0,6900000.0,4742.268041237114
3297,Kothanur,1,627.0,1.0,1.0,3000000.0,4784.688995215311
3298,Kothanur,2,1302.0,2.0,1.0,6850000.0,5261.136712749616
3299,Kothanur,2,1185.0,2.0,2.0,5800000.0,4894.514767932489
3300,Kothanur,1,1500.0,1.0,0.0,7500000.0,5000.0
3301,Kothanur,2,1075.0,2.0,2.0,5300000.0,4930.232558139535
3302,Kothanur,3,1790.0,3.0,0.0,9700000.0,5418.994413407821
3303,Kothanur,3,1786.0,2.0,2.0,10600000.0,5935.05039193729
3304,Kothanur,3,1787.0,3.0,2.0,10700000.0,5987.688864017907
3305,Kothanur,2,1141.0,2.0,2.0,5400000.0,4732.690622261174
3306,Kothanur,3,1365.0,3.0,3.0,6600000.0,4835.1648351648355
3307,Kothanur,2,1160.0,2.0,2.0,5700000.0,4913.793103448276
3308,Kothanur,2,1095.0,2.0,2.0,5500000.0,5022.83105022831
3309,Kothanur,2,1142.0,2.0,2.0,5600000.0,4903.6777583187395
3310,Kothanur,2,1074.0,2.0,2.0,5400000.0,5027.932960893855
3311,Kothanur,2,1285.0,2.0,1.0,6000000.0,4669.260700389105
3312,Kothanur,2,1075.0,2.0,2.0,5300000.0,4930.232558139535
3313,Kothanur,2,1140.0,2.0,2.0,5600000.0,4912.2807017543855
3314,Kothanur,2,1400.0,2.0,1.0,7000000.0,5000.0
3315,Kothanur,3,1581.0,3.0,3.0,7600000.0,4807.084123972169
3316,Kothanur,3,1385.0,3.0,3.0,6700000.0,4837.545126353791
3317,Kothanur,2,1140.0,2.0,2.0,5600000.0,4912.2807017543855
3318,Kothanur,2,1185.0,2.0,2.0,5900000.0,4978.9029535864975
3319,Kothanur,3,1581.0,3.0,3.0,7600000.0,4807.084123972169
3320,Kothanur,3,1790.0,3.0,2.0,10500000.0,5865.921787709497
3321,Kothanur,2,1130.0,2.0,2.0,5500000.0,4867.256637168141
3322,Kothanur,2,1094.0,2.0,2.0,5400000.0,4936.014625228519
3323,Kothanur,2,1400.0,2.0,2.0,6500000.0,4642.857142857143
3324,Kothanur,2,1195.0,2.0,2.0,5900000.0,4937.238493723849
3325,Kothanur,3,1454.0,3.0,3.0,7150000.0,4917.469050894085
3326,Kudlu,2,1152.0,2.0,1.0,5350000.0,4644.097222222223
3327,Kudlu,2,1027.0,2.0,2.0,4300000.0,4186.952288218111
3328,Kudlu,2,1027.0,2.0,2.0,4300000.0,4186.952288218111
3329,Kudlu,2,1143.0,2.0,1.0,5500000.0,4811.898512685914
3330,Kudlu,3,1455.0,2.0,3.0,6000000.0,4123.711340206186
3331,Kudlu,2,1024.0,2.0,2.0,4400000.0,4296.875
3332,Kudlu,3,1570.0,2.0,2.0,6594000.0,4200.0
3333,Kudlu,2,1076.0,2.0,1.0,5000000.0,4646.840148698885
3334,Kudlu,2,1027.0,2.0,2.0,4400000.0,4284.323271665044
3335,Kudlu,2,1300.0,2.0,2.0,5600000.0,4307.692307692308
3336,Kudlu,2,1027.0,2.0,2.0,4400000.0,4284.323271665044
3337,Kudlu,2,1027.0,2.0,1.0,4400000.0,4284.323271665044
3338,Kudlu,2,1110.0,2.0,1.0,4600000.0,4144.144144144144
3339,Kudlu,2,1027.0,2.0,2.0,4400000.0,4284.323271665044
3340,Kudlu,1,720.0,1.0,1.0,3300000.0,4583.333333333333
3341,Kudlu,2,1027.0,2.0,2.0,4400000.0,4284.323271665044
3342,Kudlu,2,1162.0,2.0,1.0,5200000.0,4475.043029259897
3343,Kudlu Gate,3,1535.0,3.0,2.0,8300000.0,5407.166123778502
3344,Kudlu Gate,3,1535.0,3.0,2.0,8500000.0,5537.459283387622
3345,Kudlu Gate,3,1535.0,3.0,1.0,7800000.0,5081.4332247557
3346,Kudlu Gate,3,1535.0,3.0,2.0,8600000.0,5602.605863192182
3347,Kudlu Gate,3,1564.0,2.0,1.0,9200000.0,5882.35294117647
3348,Kudlu Gate,2,1238.0,2.0,3.0,5500000.0,4442.64943457189
3349,Kudlu Gate,3,1707.0,2.0,1.0,9974500.0,5843.2923257176335
3350,Kudlu Gate,3,1535.0,3.0,2.0,8600000.0,5602.605863192182
3351,Kudlu Gate,3,1532.0,3.0,2.0,8300000.0,5417.754569190601
3352,Kudlu Gate,2,1113.0,2.0,1.0,5000000.0,4492.36298292902
3353,Kudlu Gate,2,1185.0,2.0,1.0,5000000.0,4219.4092827004215
3354,Kudlu Gate,3,1664.0,3.0,2.0,6800000.0,4086.5384615384614
3355,Kudlu Gate,3,1656.0,3.0,2.0,8000000.0,4830.917874396136
3356,Kudlu Gate,3,1656.0,3.0,2.0,7500000.0,4528.985507246377
3357,Kudlu Gate,2,812.0,2.0,1.0,3825000.0,4710.591133004926
3358,Kudlu Gate,3,1919.0,3.0,2.0,12100000.0,6305.367378843148
3359,Kudlu Gate,3,1535.0,3.0,2.0,8500000.0,5537.459283387622
3360,Kudlu Gate,4,3850.0,6.0,0.0,20500000.0,5324.675324675325
3361,Kudlu Gate,3,1850.0,3.0,2.0,11000000.0,5945.945945945946
3362,Kudlu Gate,3,1432.0,2.0,2.0,6111000.0,4267.458100558659
3363,Kumaraswami Layout,4,2000.0,4.0,1.0,13900000.0,6950.0
3365,Kumaraswami Layout,2,1000.0,2.0,1.0,5800000.0,5800.0
3366,Kumaraswami Layout,2,800.0,1.0,1.0,9000000.0,11250.0
3367,Kumaraswami Layout,1,850.0,1.0,1.0,7800000.0,9176.470588235294
3368,Kumaraswami Layout,3,1310.0,2.0,1.0,8500000.0,6488.5496183206105
3370,Kumaraswami Layout,3,1200.0,3.0,1.0,7500000.0,6250.0
3371,Kumaraswami Layout,2,1081.0,2.0,3.0,6000000.0,5550.416281221092
3372,Kundalahalli,3,1724.0,3.0,2.0,12500000.0,7250.580046403712
3373,Kundalahalli,2,735.0,2.0,1.0,5799000.0,7889.7959183673465
3374,Kundalahalli,2,1047.0,2.0,1.0,8200000.0,7831.900668576886
3375,Kundalahalli,3,1397.0,3.0,3.0,10500000.0,7516.1059413027915
3376,Kundalahalli,3,1724.0,3.0,2.0,12700000.0,7366.589327146172
3377,Kundalahalli,3,1397.0,3.0,2.0,11000000.0,7874.0157480314965
3378,Kundalahalli,3,1397.0,3.0,2.0,10400000.0,7444.523979957051
3379,Kundalahalli,3,1397.0,3.0,3.0,10800000.0,7730.851825340014
3380,Kundalahalli,3,1920.0,3.0,2.0,15000000.0,7812.5
3381,Kundalahalli,3,1397.0,3.0,3.0,10500000.0,7516.1059413027915
3382,Kundalahalli,3,1724.0,3.0,2.0,12400000.0,7192.5754060324825
3383,Kundalahalli,2,1047.0,2.0,1.0,8400000.0,8022.9226361031515
3384,Kundalahalli,2,1047.0,2.0,1.0,8300000.0,7927.411652340019
3385,Kundalahalli,4,7000.0,4.0,3.0,55000000.0,7857.142857142857
3386,Kundalahalli,2,1047.0,2.0,1.0,8262000.0,7891.117478510028
3387,Kundalahalli,3,1724.0,3.0,1.0,14600000.0,8468.677494199535
3388,Kundalahalli,3,1724.0,3.0,1.0,12500000.0,7250.580046403712
3389,Kundalahalli,2,1047.0,2.0,1.0,8900000.0,8500.477554918816
3390,Kundalahalli,3,1397.0,3.0,3.0,10500000.0,7516.1059413027915
3391,Kundalahalli,3,1800.0,3.0,2.0,11000000.0,6111.111111111111
3392,Kundalahalli,2,1047.0,2.0,1.0,7200000.0,6876.790830945559
3393,Kundalahalli,4,3092.0,4.0,3.0,23000000.0,7438.551099611902
3394,Kundalahalli,2,1065.0,2.0,1.0,7000000.0,6572.769953051643
3395,Kundalahalli,3,1724.0,3.0,1.0,14600000.0,8468.677494199535
3396,Kundalahalli,3,1724.0,3.0,2.0,12800000.0,7424.593967517401
3397,Kundalahalli,3,2100.0,3.0,2.0,15000000.0,7142.857142857143
3398,Kundalahalli,3,1724.0,3.0,1.0,12500000.0,7250.580046403712
3399,Kundalahalli,3,1724.0,3.0,3.0,14000000.0,8120.649651972158
3400,LB Shastri Nagar,2,1043.0,2.0,2.0,5500000.0,5273.250239693192
3401,LB Shastri Nagar,1,665.0,1.0,2.0,3200000.0,4812.0300751879695
3402,LB Shastri Nagar,3,1400.0,2.0,2.0,8000000.0,5714.285714285715
3403,LB Shastri Nagar,2,1184.0,2.0,1.0,6200000.0,5236.486486486487
3404,LB Shastri Nagar,2,1000.0,2.0,1.0,4950000.0,4950.0
3405,Laggere,2,1200.0,2.0,0.0,7500000.0,6250.0
3406,Laggere,1,620.0,2.0,0.0,4800000.0,7741.935483870968
3409,Lakshminarayana Pura,2,1185.0,2.0,2.0,7500000.0,6329.113924050633
3410,Lakshminarayana Pura,3,1600.0,2.0,1.0,10800000.0,6750.0
3411,Lakshminarayana Pura,2,1180.0,2.0,2.0,7500000.0,6355.932203389831
3412,Lakshminarayana Pura,2,1179.0,2.0,1.0,7500000.0,6361.323155216285
3413,Lakshminarayana Pura,2,1149.0,2.0,1.0,7500000.0,6527.415143603133
3414,Lakshminarayana Pura,2,1175.0,2.0,2.0,7500000.0,6382.978723404255
3415,Lakshminarayana Pura,2,1190.0,2.0,1.0,7500000.0,6302.5210084033615
3416,Lakshminarayana Pura,2,1200.0,2.0,1.0,7500000.0,6250.0
3417,Lakshminarayana Pura,2,1200.0,2.0,2.0,7500000.0,6250.0
3418,Lakshminarayana Pura,2,1165.0,2.0,2.0,7500000.0,6437.768240343347
3419,Lakshminarayana Pura,2,1145.0,2.0,1.0,7500000.0,6550.218340611354
3420,Lakshminarayana Pura,2,1169.0,2.0,2.0,7500000.0,6415.739948674081
3421,Lakshminarayana Pura,2,1200.0,2.0,1.0,7500000.0,6250.0
3422,Lakshminarayana Pura,2,1172.0,2.0,1.0,7500000.0,6399.317406143345
3423,Lakshminarayana Pura,2,1172.0,2.0,2.0,7500000.0,6399.317406143345
3424,Lakshminarayana Pura,2,1180.0,2.0,1.0,7500000.0,6355.932203389831
3425,Lakshminarayana Pura,2,1200.0,2.0,2.0,8000000.0,6666.666666666667
3426,Lakshminarayana Pura,2,1195.0,2.0,1.0,7500000.0,6276.150627615063
3427,Lakshminarayana Pura,2,1200.0,2.0,1.0,8000000.0,6666.666666666667
3428,Lingadheeranahalli,3,1521.0,3.0,1.0,9500000.0,6245.890861275477
3429,Lingadheeranahalli,3,1511.0,3.0,1.0,9500000.0,6287.22700198544
3430,Lingadheeranahalli,3,1683.0,3.0,1.0,10900000.0,6476.5300059417705
3431,Lingadheeranahalli,3,1521.0,3.0,1.0,9499000.0,6245.233399079553
3432,Lingadheeranahalli,3,1521.0,3.0,1.0,9471000.0,6226.824457593689
3433,Lingadheeranahalli,3,1893.0,3.0,1.0,13000000.0,6867.406233491812
3434,Lingadheeranahalli,3,1705.0,3.0,1.0,11000000.0,6451.612903225807
3435,Lingadheeranahalli,4,2245.0,4.0,2.0,15400000.0,6859.688195991092
3436,Lingadheeranahalli,3,1682.0,3.0,1.0,11300000.0,6718.192627824019
3437,Lingadheeranahalli,3,1682.0,3.0,1.0,11400000.0,6777.645659928657
3438,Lingadheeranahalli,3,1506.0,3.0,1.0,9500000.0,6308.100929614874
3439,Lingadheeranahalli,3,1683.0,3.0,1.0,11000000.0,6535.9477124183
3440,Lingadheeranahalli,4,2236.0,4.0,2.0,15300000.0,6842.57602862254
3441,Magadi Road,2,1116.0,2.0,1.0,5000000.0,4480.286738351255
3442,Magadi Road,2,884.0,2.0,1.0,4110000.0,4649.321266968326
3443,Magadi Road,2,1005.0,2.0,1.0,5578000.0,5550.248756218905
3444,Magadi Road,2,1000.0,2.0,0.0,4650000.0,4650.0
3445,Magadi Road,4,1500.0,2.0,2.0,9300000.0,6200.0
3446,Magadi Road,3,1322.0,2.0,2.0,5882000.0,4449.3192133131615
3447,Magadi Road,3,1191.0,2.0,1.0,5538000.0,4649.8740554156175
3448,Magadi Road,2,1116.0,2.0,1.0,5189000.0,4649.641577060932
3449,Magadi Road,3,1052.0,2.0,1.0,6000000.0,5703.42205323194
3450,Magadi Road,2,940.0,2.0,2.0,5000000.0,5319.148936170212
3451,Magadi Road,3,1318.0,2.0,1.0,6800000.0,5159.332321699545
3452,Magadi Road,3,1187.0,2.0,0.0,5519500.0,4649.957877000842
3453,Magadi Road,2,884.0,2.0,1.0,4800000.0,5429.864253393665
3454,Mahadevpura,3,1720.0,3.0,3.0,7800000.0,4534.883720930233
3455,Mahadevpura,2,1150.0,2.0,3.0,5200000.0,4521.739130434783
3456,Mahadevpura,2,1260.0,2.0,3.0,5760000.0,4571.428571428572
3457,Mahadevpura,1,730.0,1.0,1.0,3500000.0,4794.520547945205
3458,Mahadevpura,3,1434.0,2.0,1.0,6739000.0,4699.442119944212
3459,Mahadevpura,2,1146.0,2.0,1.0,5380000.0,4694.5898778359515
3460,Mahadevpura,3,1620.0,2.0,1.0,7600000.0,4691.358024691358
3461,Mahadevpura,3,1400.0,2.0,2.0,6580000.0,4700.0
3462,Mahadevpura,2,1137.0,2.0,1.0,5340000.0,4696.5699208443275
3463,Mahadevpura,2,1152.0,2.0,1.0,5400000.0,4687.5
3464,Mahadevpura,2,1212.0,2.0,1.0,5690000.0,4694.7194719471945
3465,Mahadevpura,3,1500.0,2.0,1.0,7000000.0,4666.666666666667
3466,Mahadevpura,2,1236.0,2.0,1.0,5800000.0,4692.556634304207
3467,Mahadevpura,2,1236.0,2.0,1.0,5800000.0,4692.556634304207
3468,Mahadevpura,2,1120.0,2.0,2.0,5300000.0,4732.142857142857
3469,Mahalakshmi Layout,4,1575.0,5.0,1.0,15800000.0,10031.746031746032
3470,Mahalakshmi Layout,4,1200.0,3.0,1.0,16000000.0,13333.333333333334
3471,Mahalakshmi Layout,3,1200.0,2.0,3.0,11000000.0,9166.666666666666
3472,Mallasandra,3,1665.0,3.0,2.0,9500000.0,5705.705705705705
3473,Mallasandra,3,1665.0,3.0,2.0,8658000.0,5200.0
3474,Mallasandra,2,1340.0,2.0,2.0,6100000.0,4552.238805970149
3475,Mallasandra,2,1325.0,2.0,2.0,7000000.0,5283.018867924528
3476,Mallasandra,3,1665.0,3.0,2.0,8691000.0,5219.81981981982
3477,Mallasandra,2,1325.0,2.0,1.0,7000000.0,5283.018867924528
3478,Mallasandra,2,905.0,2.0,1.0,4000000.0,4419.889502762431
3479,Mallasandra,2,1325.0,2.0,1.0,6500000.0,4905.66037735849
3480,Mallasandra,2,1325.0,2.0,2.0,7300000.0,5509.433962264151
3481,Mallasandra,2,1565.0,2.0,2.0,6900000.0,4408.945686900958
3482,Mallasandra,3,1524.0,2.0,3.0,7200000.0,4724.4094488188975
3483,Malleshpalya,2,1140.0,2.0,2.0,4650000.0,4078.9473684210525
3484,Malleshpalya,2,1225.0,2.0,2.0,4686000.0,3825.3061224489797
3485,Malleshpalya,3,1785.0,3.0,2.0,7500000.0,4201.680672268908
3486,Malleshpalya,2,1052.0,2.0,2.0,5000000.0,4752.851711026616
3487,Malleshpalya,2,1065.0,2.0,2.0,5000000.0,4694.835680751174
3488,Malleshpalya,2,1210.0,2.0,3.0,5500000.0,4545.454545454545
3489,Malleshpalya,2,1060.0,2.0,1.0,4000000.0,3773.5849056603774
3490,Malleshpalya,3,1430.0,2.0,1.0,6950000.0,4860.1398601398605
3491,Malleshpalya,2,1245.0,2.0,1.0,5500000.0,4417.6706827309235
3492,Malleshpalya,2,1200.0,2.0,2.0,4600000.0,3833.3333333333335
3493,Malleshpalya,2,1225.0,2.0,2.0,5200000.0,4244.897959183673
3494,Malleshwaram,4,2500.0,5.0,2.0,32500000.0,13000.0
3495,Malleshwaram,3,2475.0,4.0,3.0,33200000.0,13414.141414141413
3496,Malleshwaram,3,2475.0,4.0,3.0,32000000.0,12929.29292929293
3497,Malleshwaram,2,900.0,2.0,1.0,9500000.0,10555.555555555555
3498,Malleshwaram,2,1420.0,2.0,1.0,15800000.0,11126.760563380281
3499,Malleshwaram,3,2000.0,3.0,2.0,25000000.0,12500.0
3500,Malleshwaram,3,2215.0,3.0,1.0,27500000.0,12415.349887133183
3501,Malleshwaram,3,1600.0,3.0,3.0,16000000.0,10000.0
3502,Malleshwaram,3,2475.0,4.0,3.0,30000000.0,12121.212121212122
3503,Malleshwaram,3,2345.0,2.0,1.0,29300000.0,12494.669509594883
3504,Malleshwaram,3,2215.0,4.0,1.0,31000000.0,13995.48532731377
3505,Malleshwaram,1,480.0,1.0,1.0,6000000.0,12500.0
3506,Malleshwaram,3,2475.0,4.0,3.0,32600000.0,13171.717171717171
3507,Malleshwaram,3,2476.0,3.0,3.0,33700000.0,13610.662358642972
3508,Malleshwaram,2,900.0,2.0,1.0,9000000.0,10000.0
3509,Malleshwaram,3,2050.0,4.0,1.0,27000000.0,13170.731707317073
3510,Malleshwaram,1,620.0,1.0,1.0,8680000.0,14000.0
3511,Malleshwaram,2,600.0,1.0,0.0,6800000.0,11333.333333333334
3512,Malleshwaram,3,2475.0,4.0,3.0,33700000.0,13616.161616161617
3513,Malleshwaram,3,2215.0,3.0,2.0,27500000.0,12415.349887133183
3514,Malleshwaram,3,2200.0,3.0,2.0,27500000.0,12500.0
3515,Malleshwaram,3,2475.0,4.0,3.0,32600000.0,13171.717171717171
3516,Malleshwaram,3,2475.0,4.0,3.0,34000000.0,13737.373737373737
3517,Malleshwaram,2,1400.0,2.0,1.0,19000000.0,13571.42857142857
3518,Malleshwaram,3,2475.0,4.0,3.0,30000000.0,12121.212121212122
3519,Malleshwaram,4,2610.0,4.0,2.0,30600000.0,11724.137931034482
3520,Marathahalli,3,1310.0,3.0,1.0,6325000.0,4828.244274809161
3521,Marathahalli,2,1200.0,2.0,2.0,6000000.0,5000.0
3522,Marathahalli,2,950.0,2.0,1.0,4696000.0,4943.1578947368425
3523,Marathahalli,2,1230.0,2.0,2.0,8000000.0,6504.065040650406
3524,Marathahalli,2,1019.0,2.0,2.0,4985000.0,4892.051030421982
3525,Marathahalli,2,1215.0,2.0,1.0,6700000.0,5514.40329218107
3526,Marathahalli,2,1019.0,2.0,2.0,4986000.0,4893.032384690873
3527,Marathahalli,2,1325.0,2.0,2.0,7155000.0,5400.0
3528,Marathahalli,3,1575.0,3.0,1.0,7800000.0,4952.380952380952
3529,Marathahalli,2,1152.0,2.0,1.0,5600000.0,4861.111111111111
3530,Marathahalli,3,1610.0,3.0,1.0,9000000.0,5590.062111801242
3531,Marathahalli,2,1146.0,2.0,1.0,7000000.0,6108.202443280978
3532,Marathahalli,4,4000.0,5.0,1.0,21200000.0,5300.0
3533,Marathahalli,3,1469.0,3.0,1.0,8900000.0,6058.543226684819
3534,Marathahalli,3,1530.0,3.0,2.0,7450000.0,4869.281045751634
3535,Marathahalli,3,1840.0,3.0,3.0,9800000.0,5326.086956521739
3536,Marathahalli,4,3951.0,4.0,2.0,22000000.0,5568.2105796001015
3537,Marathahalli,3,1385.0,2.0,2.0,6665000.000000001,4812.274368231047
3538,Marathahalli,2,957.0,2.0,1.0,4690000.0,4900.73145245559
3539,Marathahalli,3,1350.0,3.0,1.0,7200000.0,5333.333333333333
3540,Marathahalli,4,4000.0,5.0,1.0,21200000.0,5300.0
3541,Marathahalli,2,1071.0,2.0,2.0,5225000.0,4878.618113912232
3542,Marathahalli,2,1215.0,2.0,2.0,5886000.0,4844.444444444444
3543,Marathahalli,2,1102.0,2.0,2.0,5367000.0,4870.235934664247
3544,Marathahalli,3,1900.0,3.0,3.0,12300000.0,6473.684210526316
3545,Marathahalli,2,1045.0,2.0,3.0,6000000.0,5741.626794258374
3546,Marathahalli,3,1305.0,2.0,1.0,6900000.0,5287.35632183908
3547,Marathahalli,2,1215.0,2.0,2.0,5886000.0,4844.444444444444
3548,Marathahalli,2,1365.0,2.0,2.0,7300000.0,5347.985347985348
3549,Marathahalli,4,3800.0,4.0,3.0,20500000.0,5394.736842105263
3550,Marathahalli,4,3895.0,4.0,3.0,22000000.0,5648.267008985879
3551,Marathahalli,3,1785.0,3.0,2.0,9400000.0,5266.106442577031
3552,Marathahalli,4,4000.0,4.0,3.0,22000000.0,5500.0
3553,Marathahalli,2,1208.0,2.0,2.0,7000000.0,5794.701986754967
3554,Marathahalli,3,1525.0,3.0,2.0,9000000.0,5901.639344262295
3555,Marathahalli,3,1550.0,3.0,2.0,8300000.0,5354.8387096774195
3556,Marathahalli,2,1350.0,2.0,1.0,8600000.0,6370.37037037037
3557,Marathahalli,2,957.0,2.0,1.0,4700000.0,4911.180773249739
3558,Marathahalli,4,4000.0,4.0,3.0,22000000.0,5500.0
3559,Marathahalli,2,1200.0,2.0,2.0,5800000.0,4833.333333333333
3560,Marathahalli,3,1650.0,3.0,3.0,8645000.0,5239.393939393939
3561,Marathahalli,1,607.0,1.0,1.0,3500000.0,5766.062602965404
3562,Marathahalli,2,1075.0,2.0,2.0,5243000.0,4877.209302325581
3563,Marathahalli,2,1220.0,2.0,1.0,5850000.0,4795.081967213115
3564,Marathahalli,2,950.0,2.0,1.0,4568000.0,4808.421052631579
3565,Marathahalli,3,1595.0,3.0,2.0,9000000.0,5642.633228840125
3566,Marathahalli,2,1020.0,2.0,1.0,5700000.0,5588.235294117647
3567,Marathahalli,2,1600.0,3.0,2.0,8800000.0,5500.0
3568,Marathahalli,3,1710.0,3.0,2.0,10000000.0,5847.953216374269
3569,Marathahalli,3,1530.0,3.0,2.0,7350000.0,4803.921568627451
3570,Marathahalli,2,1358.0,2.0,1.0,8100000.0,5964.653902798233
3571,Marathahalli,2,1205.0,2.0,1.0,7500000.0,6224.066390041494
3572,Marathahalli,3,1730.0,3.0,3.0,11000000.0,6358.381502890174
3573,Marathahalli,2,1200.0,2.0,1.0,6700000.0,5583.333333333333
3574,Marathahalli,2,1095.0,2.0,1.0,6000000.0,5479.45205479452
3575,Marathahalli,2,1050.0,2.0,1.0,6500000.0,6190.476190476191
3576,Marathahalli,2,1102.0,2.0,2.0,5367000.0,4870.235934664247
3577,Marathahalli,2,1026.0,2.0,1.0,4995000.0,4868.421052631579
3578,Marathahalli,4,3940.0,4.0,3.0,22000000.0,5583.756345177665
3579,Marathahalli,3,1435.0,3.0,1.0,7300000.0,5087.1080139372825
3580,Marathahalli,2,1220.0,2.0,1.0,5900000.0,4836.065573770492
3581,Marathahalli,2,881.0,2.0,1.0,4806000.0,5455.16458569807
3582,Marathahalli,3,1130.0,2.0,2.0,5800000.0,5132.743362831859
3583,Marathahalli,3,1710.0,3.0,2.0,10000000.0,5847.953216374269
3584,Marathahalli,3,1680.0,3.0,3.0,10500000.0,6250.0
3585,Marathahalli,3,1910.0,3.0,3.0,11900000.0,6230.366492146597
3586,Marathahalli,2,1602.0,2.0,1.0,10400000.0,6491.8851435705365
3587,Marathahalli,1,700.0,1.0,1.0,3800000.0,5428.571428571428
3588,Marathahalli,3,1469.0,3.0,1.0,8900000.0,6058.543226684819
3589,Marathahalli,3,1385.0,2.0,2.0,6850000.0,4945.848375451264
3590,Marathahalli,2,1065.0,2.0,2.0,5500000.0,5164.319248826291
3591,Marathahalli,2,1196.0,2.0,2.0,5790000.0,4841.13712374582
3592,Marathahalli,3,1595.0,3.0,2.0,8800000.0,5517.241379310345
3593,Marathahalli,3,2122.0,3.0,2.0,12500000.0,5890.66918001885
3594,Marathahalli,4,4000.0,4.0,1.0,20000000.0,5000.0
3595,Marathahalli,3,1200.0,2.0,1.0,5817000.0,4847.5
3596,Marathahalli,2,1125.0,2.0,3.0,5500000.0,4888.888888888889
3597,Marathahalli,3,1950.0,3.0,2.0,11500000.0,5897.4358974358975
3598,Marathahalli,2,1250.0,2.0,2.0,6800000.0,5440.0
3599,Marathahalli,2,1125.0,2.0,2.0,5680000.0,5048.888888888889
3600,Marathahalli,2,957.0,2.0,1.0,4700000.0,4911.180773249739
3601,Marathahalli,4,3855.0,4.0,3.0,22000000.0,5706.874189364462
3602,Marathahalli,3,1310.0,3.0,1.0,6322000.0,4825.954198473282
3603,Marathahalli,4,3800.0,4.0,3.0,23500000.0,6184.210526315789
3604,Marathahalli,4,3951.0,4.0,3.0,23000000.0,5821.311060491015
3605,Marathahalli,2,1125.0,2.0,1.0,5480000.0,4871.111111111111
3606,Marathahalli,2,1270.0,2.0,3.0,7300000.0,5748.031496062992
3607,Marathahalli,2,950.0,2.0,2.0,4670000.0,4915.789473684211
3608,Marathahalli,3,1550.0,3.0,2.0,8500000.0,5483.870967741936
3609,Marathahalli,2,1019.0,2.0,2.0,4986000.0,4893.032384690873
3610,Marathahalli,2,1144.0,2.0,2.0,6500000.0,5681.818181818182
3611,Marathahalli,2,1135.0,2.0,2.0,6000000.0,5286.343612334802
3612,Marathahalli,2,1102.0,2.0,2.0,5367000.0,4870.235934664247
3613,Marathahalli,3,1108.0,2.0,1.0,6000000.0,5415.162454873646
3614,Marathahalli,2,1026.0,2.0,1.0,5018000.0,4890.83820662768
3615,Marathahalli,3,1800.0,3.0,2.0,9500000.0,5277.777777777777
3616,Marathahalli,3,1650.0,3.0,2.0,8500000.0,5151.515151515152
3617,Marathahalli,2,1270.0,2.0,2.0,8000000.0,6299.212598425197
3618,Marathahalli,2,1196.0,2.0,2.0,5795000.0,4845.3177257525085
3619,Marathahalli,3,1310.0,3.0,1.0,6325000.0,4828.244274809161
3620,Marathahalli,3,1485.0,2.0,2.0,9000000.0,6060.606060606061
3621,Marathahalli,2,1146.0,2.0,1.0,6900000.0,6020.942408376964
3622,Margondanahalli,2,1090.0,2.0,0.0,5800000.0,5321.100917431193
3623,Margondanahalli,2,1200.0,2.0,0.0,6700000.0,5583.333333333333
3624,Margondanahalli,3,1200.0,2.0,0.0,6500000.0,5416.666666666667
3625,Margondanahalli,2,1000.0,2.0,0.0,5700000.0,5700.0
3626,Margondanahalli,2,600.0,2.0,0.0,3500000.0,5833.333333333333
3627,Margondanahalli,2,1200.0,2.0,0.0,6900000.0,5750.0
3628,Margondanahalli,2,900.0,2.0,0.0,4900000.0,5444.444444444444
3629,Margondanahalli,2,1140.0,2.0,1.0,6000000.0,5263.1578947368425
3630,Margondanahalli,2,900.0,2.0,0.0,5500000.0,6111.111111111111
3631,Margondanahalli,2,1100.0,2.0,1.0,5500000.0,5000.0
3632,Margondanahalli,2,900.0,2.0,0.0,5500000.0,6111.111111111111
